Company Name,Ticker,Sector,Industry,Exchange,Market Cap (mil)
"Vishay Intertechnology","VSH","Computer and Technology","Semiconductor - Discretes","NYSE","3100.11"
"Vasamed","VSMD","Medical","Medical - Instruments","OTC",""
"VS MEDIA Holdings Limited","VSME","Computer and Technology","Internet - Content","NSDQ","8.13"
"Verify Smart","VSMR","Business Services","Technology Services","OTC","12.08"
"Viaspace","VSPC","Industrial Products","Security and Safety Services","OTC",""
"Victory Square Technologies Inc.","VSQTF","Business Services","Technology Services","OTC","9.23"
"Vistra","VST","Utilities","Utility - Electric Power","NYSE","14023.19"
"Vasta Platform","VSTA","Business Services","Technology Services","NSDQ","349.61"
"Vast Renewables Limited","VSTE","Oils-Energy","Alternative Energy - Other","NSDQ","67"
"Verastem","VSTM","Medical","Medical - Biomedical and Genetics","NSDQ","277.7"
"Vista Outdoor","VSTO","Consumer Discretionary","Leisure and Recreation Products","NYSE","1662.02"
"Vestis Corporation","VSTS","Consumer Staples","Consumer Products - Staples","NYSE","2751.66"
"Viscount Systems","VSYS","Computer and Technology","Electronics - Miscellaneous Products","OTC",".17"
"Catheter Precision, Inc.","VTAK","Medical","Medical - Instruments","AMEX","2.76"
"VTEX","VTEX","Computer and Technology","Internet - Software","NYSE","1466.59"
"Vantage Drilling Co.","VTGDF","Oils-Energy","Oil and Gas - Drilling","OTC","0"
"VistaGen Therapeutics","VTGN","Medical","Medical - Biomedical and Genetics","NSDQ","147.28"
"Vital Energy, Inc.","VTLE","Oils-Energy","Alternative Energy - Other","NYSE","1229.74"
"Vertex Energy","VTNR","Industrial Products","Pollution Control","NSDQ","192.64"
"Bristow Group","VTOL","Transportation","Transportation - Airline","NYSE","744"
"Viatris","VTRS","Medical","Medical Services","NSDQ","14012.16"
"Vitru Limited","VTRU","Consumer Discretionary","Schools","NSDQ","499.24"
"Vitesse Energy, Inc.","VTS","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","600.21"
"VirTra","VTSI","Aerospace","Electronics - Military","NSDQ","127.7"
"vTv Therapeutics","VTVT","Medical","Medical - Biomedical and Genetics","NSDQ","23.91"
"Victrex","VTXPF","Basic Materials","Chemical - Plastic","OTC","1714.67"
"Ventyx Biosciences","VTYX","Medical","Medical - Biomedical and Genetics","NSDQ","131.68"
"VULCAN INTL COR","VULC","Industrial Products","Rubber - Plastics","OTC",".1"
"Vu1","VUOC","Consumer Discretionary","Household Appliances","OTC",""
"Vuzix","VUZI","Computer and Technology","Computer - Peripheral Equipment","NSDQ","116.52"
"Viad Corp","VVI","Business Services","Business - Services","NYSE","683.84"
"Vivos Therapeutics","VVOS","Medical","Medical - Drugs","NSDQ","10.58"
"Vivopower International","VVPR","Oils-Energy","Solar","NSDQ","4.47"
"VIVUS","VVUSQ","Medical","Medical - Biomedical and Genetics","OTC",""
"Valvoline","VVV","Basic Materials","Chemical - Specialty","NYSE","4541.75"
"V2X, Inc.","VVX","Business Services","Technology Services","NYSE","1244.52"
"Volkswagen","VWAGY","Auto-Tires-Trucks","Automotive - Foreign","OTC","65820.08"
"Vestas Wind Systems","VWDRY","Oils-Energy","Alternative Energy - Other","OTC",""
"Bespoke Capital Acquisition","VWE","Consumer Staples","Beverages - Alcohol","NSDQ","29.57"
"VAXART","VXRT","Medical","Medical - Drugs","NSDQ","85.16"
"Vydrotech","VYDR","Auto-Tires-Trucks","Automotive - Original Equipment","OTC",""
"VICTORY OILFIELD TECH","VYEY","Oils-Energy","Oil and Gas - Field Services","OTC","25.16"
"Voyager Therapeutics","VYGR","Medical","Medical - Biomedical and Genetics","NSDQ","345.8"
"Voyager Digital Ltd.","VYGVQ","Business Services","Technology Services","OTC",".06"
"VYNE Therapeutics","VYNE","Medical","Medical - Drugs","NSDQ","28.75"
"NCR Voyix Corporation","VYX","Computer and Technology","Computer - Integrated Systems","NYSE","2129.3"
"Verizon Communications","VZ","Computer and Technology","Wireless National","NYSE","162110.19"
"VIZIO","VZIO","Consumer Discretionary","Consumer Products - Discretionary","NYSE","1475.03"
"Vizsla Silver Corp.","VZLA","Basic Materials","Mining - Silver","AMEX","297.43"
"Wayfair","W","Retail-Wholesale","Internet - Commerce","NYSE","6005.86"
"Westinghouse Air Brake Technologies","WAB","Transportation","Transportation - Equipment and Leasing","NYSE","22941.18"
"WestAmerica","WACC","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC",""
"Wacoal","WACLY","Consumer Discretionary","Textile - Apparel","OTC","1475.35"
"Wah Fu Education Group Limited","WAFU","Business Services","Technology Services","NSDQ","9.84"
"Waldencast PLC","WALD","Consumer Staples","Cosmetics","NSDQ","1104.69"
"CIRATA PLC","WANSF","Computer and Technology","Internet - Software","OTC","62.32"
"Warrior Technologies Acquisition Company","WARR","Unclassified","Unclassified","NYSE",""
"Waters","WAT","Medical","Medical - Instruments","NYSE","18208.75"
"Energous","WATT","Industrial Products","Manufacturing - Electronics","NSDQ","9.07"
"WaveDancer","WAVD","Computer and Technology","Internet - Software","NSDQ","3.44"
"Eco Wave Power Global","WAVE","Oils-Energy","Alternative Energy - Other","NSDQ",""
"Western Acquisition Ventures Corp.","WAVS","Unclassified","Unclassified","NSDQ","38.73"
"China Bio-Energy","WAYS","Oils-Energy","Alternative Energy - Other","OTC","110.27"
"Weibo","WB","Computer and Technology","Internet - Content","NSDQ","2114.7"
"Walgreens Boots Alliance","WBA","Retail-Wholesale","Retail - Pharmacies and Drug Stores","NSDQ","20067.49"
"Warner Bros. Discovery","WBD","Consumer Discretionary","Broadcast Radio and Television","NSDQ","25970.73"
"Winc","WBEVQ","Consumer Staples","Beverages - Alcohol","OTC","0"
"WeBuy Global Ltd.","WBUY","Retail-Wholesale","Internet - Commerce","NSDQ","24.88"
"Kensington Capital Acquisition II","WBX","Computer and Technology","Electronics - Miscellaneous Products","NYSE","278.26"
"WESCO International","WCC","Computer and Technology","Electronics - Parts Distribution","NYSE","8666.06"
"Waste Connections","WCN","Business Services","Waste Removal Services","NYSE","38370.73"
"World Copper Ltd.","WCUFF","Basic Materials","Mining - Miscellaneous","OTC","7.38"
"Wellness Center Usa","WCUI","Medical","Medical Services","OTC",".05"
"West Canyon Energy","WCYN","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC",""
"Workday","WDAY","Computer and Technology","Internet - Software","NSDQ","74492.12"
"Western Digital","WDC","Computer and Technology","Computer- Storage Devices","NSDQ","16096.61"
"WD40","WDFC","Consumer Staples","Consumer Products - Staples","NSDQ","3702.02"
"Waterdrop","WDH","Business Services","Technology Services","NYSE","398.81"
"Wanderport","WDRP","Computer and Technology","Internet - Services","OTC",".64"
"Woodside Petroleum","WDS","Oils-Energy","Oil and Gas - Integrated - International","NYSE","20604.56"
"Weave Communications","WEAV","Computer and Technology","Communication - Network Software","NYSE","765.6"
"Web Blockchain Media","WEBB","Business Services","Technology Services","OTC",".78"
"Webco Industries","WEBC","Industrial Products","Steel - Pipe and Tube","OTC","137.54"
"WEC Energy Group","WEC","Utilities","Utility - Electric Power","NYSE","26114.86"
"Westaim","WEDXF","Basic Materials","Chemical - Specialty","OTC","359.7"
"Western Energy Services","WEEEF","Oils-Energy","Oil and Gas - Field Services","OTC","69.38"
"Weir Group","WEGRY","Construction","Engineering - R and D Services","OTC",""
"Wejo Group","WEJOF","Business Services","Technology Services","OTC",".02"
"Integrated Wellness Acquisition Corp.","WEL","Unclassified","Unclassified","NYSE","93.08"
"Wendy's","WEN","Retail-Wholesale","Retail - Restaurants","NSDQ","4066"
"WellQuest Medical & Wellness","WEQL","Medical","Medical - Products","OTC",""
"Werner Enterprises","WERN","Transportation","Transportation - Truck","NSDQ","2547.84"
"Western Midstream Partners","WES","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","NYSE","10854.16"
"Westrock Coffee Company","WEST","Consumer Staples","Beverages - Soft drinks","NSDQ","883.03"
"WeTrade Group Inc.","WETG","Computer and Technology","Internet - Software","NSDQ","9.27"
"Wetouch Technology","WETH","Computer and Technology","Computer - Software","OTC","53.53"
"WeWork","WEWKQ","Business Services","Technology Services","OTC","15.44"
"WEX","WEX","Business Services","Financial Transaction Services","NYSE","8462.78"
"Weyco Group","WEYS","Consumer Discretionary","Shoes and Retail Apparel ","NSDQ","290.72"
"Where Food Comes From","WFCF","Consumer Discretionary","Consumer Services - Miscellaneous","NSDQ","75.45"
"West Fraser Timber Co.","WFG","Basic Materials","Agriculture - Products","NYSE","6978.19"
"Weatherford International","WFRD","Oils-Energy","Oil and Gas - Field Services","NSDQ","6795.77"
"Wegener","WGNR","Computer and Technology","Communication - Components","OTC",""
"Winnebago Industries","WGO","Construction","Building Products - Mobile Homes and RV Builders","NYSE","1953.48"
"Willbros Group","WGRP","Oils-Energy","Oil and Gas - Field Services","OTC",""
"GENEDX HOLDINGS","WGS","Medical","Medical Services","NSDQ","94.74"
"Wyndham Hotels & Resorts","WH","Consumer Discretionary","Hotels and Motels","NYSE","6656.04"
"Williston Holding Co.","WHCA","Medical","Medical - Biomedical and Genetics","OTC",""
"Cactus","WHD","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","3218.5"
"Wilhelmina International","WHLM","Computer and Technology","Internet - Services","NSDQ","22.43"
"Whirlpool","WHR","Consumer Discretionary","Household Appliances","NYSE","6262.02"
"Wearable Health Solutions, Inc.","WHSI","Computer and Technology","Internet - Software","OTC","1.08"
"G. WilliFood International","WILC","Retail-Wholesale","Food - Natural Foods Products","NSDQ","140.89"
"Demant","WILYY","Medical","Medical - Products","OTC","9687.62"
"WiMi Hologram Cloud","WIMI","Computer and Technology","Internet - Content","NSDQ","63.58"
"Winmark","WINA","Retail-Wholesale","Retail - Miscellaneous","NSDQ","1276.36"
"Wingstop","WING","Retail-Wholesale","Retail - Restaurants","NSDQ","7685.26"
"Windstream","WINMQ","Computer and Technology","Wireless National","OTC",""
"Simplicity Esports and Gaming Company","WINR","Consumer Discretionary","Gaming","OTC",".02"
"Windtree Therapeutics","WINT","Medical","Medical - Biomedical and Genetics","NSDQ","2.95"
"WinVest Acquisition Corp.","WINV","Unclassified","Unclassified","NSDQ","45.5"
"Encore Wire","WIRE","Industrial Products","Wire and Cable Products","NSDQ","3412.51"
"Wireless Xcessories Group","WIRX","Computer and Technology","Electronics - Miscellaneous Components","OTC",""
"WiSA Technologies","WISA","Computer and Technology","Wireless Equipment","NSDQ","1.99"
"ContextLogic","WISH","Retail-Wholesale","Internet - Commerce","NSDQ","101.68"
"Wipro Limited","WIT","Computer and Technology","Business - Software Services","NYSE","32747"
"Wix.com","WIX","Computer and Technology","Computers - IT Services","NSDQ","7162.23"
"West Japan Railway","WJRYY","Transportation","Transportation - Rail","OTC",""
"Workiva","WK","Computer and Technology","Internet - Software","NYSE","5137.26"
"World Kinect Corporation","WKC","Oils-Energy","Alternative Energy - Other","NYSE","1342.5"
"WISeKey","WKEY","Industrial Products","Security and Safety Services","NSDQ","16.44"
"Workhorse Group","WKHS","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","83.36"
"WalkMe","WKME","Computer and Technology","Internet - Software","NSDQ",""
"Worksport","WKSP","Retail-Wholesale","Automotive - Retail and Whole Sales","NSDQ","25.46"
"Willdan Group","WLDN","Construction","Engineering - R and D Services","NSDQ","244.83"
"Wearable Devices Ltd.","WLDS","Business Services","Technology Services","NSDQ","4.57"
"Willis Lease Finance","WLFC","Transportation","Transportation - Equipment and Leasing","NSDQ","299.86"
"WANG & LEE GROUP, Inc.","WLGS","Construction","Engineering - R and D Services","NSDQ","8.76"
"Westlake","WLK","Basic Materials","Chemical - Plastic","NYSE","17249.06"
"Westlake Chemical Partners","WLKP","Basic Materials","Chemical - Specialty","NYSE","810.24"
"Wilmar International","WLMIY","Basic Materials","Agriculture - Products","OTC","16178.04"
"Williams Industrial Services Group","WLMSQ","Construction","Building Products - Miscellaneous","OTC","0"
"Wilshire 5000","WLSH","Indices","Indicies","",""
"Woolworths","WLWHY","Retail-Wholesale","Retail - Apparel and Shoes","OTC","3747.16"
"John Wiley & Sons","WLY","Consumer Staples","Publishing - Books","NYSE","1766.78"
"John Wiley & Sons","WLYB","Consumer Staples","Publishing - Books","NYSE","1736.06"
"Waste Management","WM","Business Services","Waste Removal Services","NYSE","73063.38"
"The Williams Companies","WMB","Oils-Energy","Oil and Gas - Production and Pipelines","NYSE","42480.14"
"Warner Music Group","WMG","Consumer Discretionary","Film and Television Production and Distribution","NSDQ","18343.66"
"Weis Markets","WMK","Retail-Wholesale","Retail - Supermarkets","NYSE",""
"WEALTH MINERALS","WMLLF","Basic Materials","Mining - Miscellaneous","OTC","60.45"
"WalMart de Mexico","WMMVY","Retail-Wholesale","Retail - Supermarkets","OTC",""
"Advanced Drainage Systems","WMS","Construction","Building Products - Miscellaneous","NYSE","9987.03"
"Williams Industries","WMSI","Construction","Building Products - Heavy Construction","OTC",""
"Walmart","WMT","Retail-Wholesale","Retail - Supermarkets","NYSE","434311.19"
"Wabash National","WNC","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","1080.74"
"Solarwindow Technologies","WNDW","Oils-Energy","Solar","OTC",""
"George Weston","WNGRF","Consumer Staples","Food - Miscellaneous","OTC","17030.37"
"Andretti Acquisition Corp.","WNNR","Unclassified","Unclassified","NYSE","149"
"WNS","WNS","Business Services","Business - Services","NYSE","3134.83"
"Meiwu Technology","WNW","Business Services","Technology Services","NSDQ","6.21"
"WOLF ENERGY SVC","WOEN","Oils-Energy","Alternative Energy - Other","OTC",".45"
"SearchCore","WOFA","Construction","Building Products - Wood","OTC",""
"Wolfspeed","WOLF","Computer and Technology","Semiconductor - Discretes","NYSE","4243.5"
"Petco Health and Wellness Co.","WOOF","Retail-Wholesale","Retail - Miscellaneous","NSDQ","875.96"
"Worthington Enterprises, Inc.","WOR","Conglomerates","Diversified Operations","NYSE","2711.17"
"SCWorx","WORX","Computer and Technology","Internet - Software","NSDQ","2.04"
"WideOpenWest","WOW","Consumer Discretionary","Cable Television","NYSE","292.72"
"Metro One Telecommunications","WOWI","Utilities","Diversified Communication Services","OTC",".44"
"Revelation MIS","WOWU","Medical","Medical - Biomedical and Genetics","OTC","2.72"
"Wheaton Precious Metals","WPM","Basic Materials","Mining - Miscellaneous","NYSE","21974.84"
"WPP","WPP","Business Services","Advertising and Marketing","NYSE","9996.01"
"Westport Fuel Systems","WPRT","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","103.05"
"Williams Rowland Acquisition","WRAC","Unclassified","Unclassified","AMEX","87.48"
"Wrap Technologies","WRAP","Industrial Products","Security and Safety Services","NSDQ","139.72"
"Warby Parker","WRBY","Medical","Medical - Products","NYSE","1347.45"
"WestRock","WRK","Basic Materials","Paper and Related Products","NYSE","10693.82"
"Western Copper and Gold","WRN","Basic Materials","Mining - Miscellaneous","AMEX","214.11"
"Warrantee Inc.","WRNT","Business Services","Advertising and Marketing","NSDQ","7.5"
"Wartsila","WRTBY","Business Services","Technology Services","OTC",""
"Worthington Steel, Inc.","WS","Basic Materials","Steel - Speciality","NYSE","1399.34"
"WillScot Mobile Mini","WSC","Consumer Discretionary","Furniture","NSDQ","8201.76"
"WilliamsSonoma","WSM","Retail-Wholesale","Retail - Home Furnishings","NYSE","13083.01"
"Watsco","WSO","Construction","Building Products - Air Conditioner and Heating","NYSE","16059.36"
"Watsco","WSO.B","Construction","Building Products - Air Conditioner and Heating","NYSE","16253.96"
"West Pharmaceutical Services","WST","Medical","Medical - Dental Supplies","NYSE","25657.51"
